title,authors,date,publisher,keywords,link,citations,abstract,first_author,total_uw
TREX: Kinematic Characterization of a High-dispersion Intermediate-age Stellar Component in M33,"['Cullinane, L. R.', 'Gilbert, Karoline M.', 'Guhathakurta, Puragra', 'Quirk, A. C. N.', 'Escala, Ivanna', 'Smercina, Adam', 'Williams, Benjamin F.', 'Tollerud, Erik', 'Qu, Jessamine', 'McConnell, Kaela']",2023-12-01,The Astrophysical Journal,"['Triangulum Galaxy', 'Galaxy stellar halos', 'Galaxy kinematics', '1712', '598', '602', 'Astrophysics - Astrophysics of Galaxies']",https://ui.adsabs.harvard.edu/abs/2023ApJ...958..157C/abstract,0.0,"The dwarf galaxy Triangulum (M33) presents an interesting testbed for studying stellar halo formation: it is sufficiently massive so as to have likely accreted smaller satellites, but also lies within the regime where feedback and other ""in situ"" formation mechanisms are expected to play a role. In this work, we analyze the line-of-sight kinematics of stars across M33 from the TREX survey, with a view to understanding the origin of its halo. We split our sample into two broad populations of varying age, comprising 2032 ""old"" red giant branch stars and 671 ""intermediate-age"" asymptotic giant branch and carbon stars. We find decisive evidence for two distinct kinematic components in both the old and intermediate-age populations: a low-dispersion (~22 km s<SUP>-1</SUP>) disk-like component corotating with M33's H I gas and a significantly higher-dispersion component (~50-60 km s<SUP>-1</SUP>) that does not rotate in the same plane as the gas and is thus interpreted as M33's stellar halo. While kinematically similar, the fraction of stars associated with the halo component differs significantly between the two populations: this is consistently ~10% for the intermediate-age population, but decreases from ~34% to ~10% as a function of radius for the old population. We additionally find evidence that the intermediate-age halo population is systematically offset from the systemic velocity of M33 by ~25 km s<SUP>-1</SUP>, with a preferred central LOS velocity of ~ - 155 km s<SUP>-1</SUP>. This is the first detection and characterization of an intermediate-age halo in M33, and suggests in situ formation mechanisms, as well as potentially tidal interactions, have helped shaped it.",False,2
Considering the Single and Binary Origins of the Type IIP SN 2017eaw,"['Bostroem, K. Azalee', 'Zapartas, Emmanouil', 'Koplitz, Brad', 'Williams, Benjamin F.', 'Tran, Debby', 'Dolphin, Andrew']",2023-12-01,The Astronomical Journal,"['Stellar populations', 'Binary stars', 'Type II supernovae', 'Stellar evolutionary models', 'Late stellar evolution', 'Massive stars', '1622', '154', '1731', '2046', '911', '732', 'Astrophysics - High Energy Astrophysical Phenomena', 'Astrophysics - Solar and Stellar Astrophysics']",https://ui.adsabs.harvard.edu/abs/2023AJ....166..255B/abstract,2.0,"Current population synthesis modeling suggests that 30%-50% of Type II supernovae originate from binary progenitors; however, the identification of a binary progenitor is challenging. One indicator of a binary progenitor is that the surrounding stellar population is too old to contain a massive single star. Measurements of the progenitor mass of SN 2017eaw are starkly divided between observations made temporally close to core collapse, which show a progenitor mass of 13-15 M <SUB>⊙</SUB> (final helium-core mass ${M}_{\mathrm{He},\mathrm{core}}=4.4\mbox{--}6.0\,{M}_{\odot }$ -which is a more informative property than initial mass) and those from the stellar population surrounding the SN, which find M ≤ 10.8 M <SUB>⊙</SUB> ( ${M}_{\mathrm{He},\mathrm{core}}\leqslant 3.4\,{M}_{\odot }$ ). In this paper, we reanalyze the surrounding stellar population with improved astrometry and photometry, finding a median age of ${16.8}_{-1.0}^{+3.2}$ Myr for all stars younger than 50 Myr ( ${M}_{\mathrm{He},\mathrm{core}}=4.7{M}_{\odot }$ ) and ${85.9}_{-6.5}^{+3.2}$ Myr for stars younger than 150 Myr. 16.8 Myr is now consistent with the helium-core mass range derived from the temporally near-explosion observations for single stars. Applying the combined constraints to population synthesis models, we determine that the probability of the progenitor of SN 2017eaw being an initially single star is 65% compared to 35% for prior binary interaction. 85.9 Myr is inconsistent with any formation scenarios. We demonstrate that combining progenitor age constraints with helium-core mass estimates from red supergiant SED modeling, late-time spectra, and indirectly from light-curve modeling can help to differentiate single and binary progenitor scenarios and provide a framework for the application of this technique to future observations.",False,2
The Panchromatic Hubble Andromeda Treasury: Triangulum Extended Region (PHATTER). V. The Structure of M33 in Resolved Stellar Populations,"['Smercina, Adam', 'Dalcanton, Julianne J.', 'Williams, Benjamin F.', 'Durbin, Meredith J.', 'Lazzarini, Margaret', 'Bell, Eric F.', 'Choi, Yumi', 'Dolphin, Andrew', 'Gilbert, Karoline', 'Guhathakurta, Puragra', 'Koch, Eric W.', 'Quirk, Amanda C. N.', 'Rix, Hans-Walter', 'Rosolowsky, Erik', 'Seth, Anil', 'Skillman, Evan', 'Weisz, Daniel R.']",2023-11-01,The Astrophysical Journal,"['Galaxy structure', 'Local Group', 'Triangulum Galaxy', 'Stellar populations', 'Barred spiral galaxies', 'HST photometry', '622', '929', '1712', '1622', '136', '756', 'Astrophysics - Astrophysics of Galaxies']",https://ui.adsabs.harvard.edu/abs/2023ApJ...957....3S/abstract,4.0,"We present a detailed analysis of the structure of the Local Group flocculent spiral galaxy M33, as measured using the Panchromatic Hubble Andromeda Treasury Triangulum Extended Region (PHATTER) survey. Leveraging the multiwavelength coverage of PHATTER, we find that the oldest populations are dominated by a smooth exponential disk with two distinct spiral arms and a classical central bar-completely distinct from what is seen in broadband optical imaging, and the first-ever confirmation of a bar in M33. We estimate a bar extent of ~1 kpc. The two spiral arms are asymmetric in orientation and strength, and likely represent the innermost impact of the recent tidal interaction responsible for M33's warp at larger scales. The flocculent multiarmed morphology for which M33 is known is only visible in the young upper main-sequence population, which closely tracks the morphology of the interstellar medium. We investigate the stability of M33's disk, finding Q ~ 1 over the majority of the disk. We fit multiple components to the old stellar density distribution and find that, when considering recent stellar kinematics, M33's bulk structure favors the inclusion of an accreted halo component, modeled as a broken power law. The best-fit halo has an outer power-law index of -3 and accurately describes observational evidence of M33's stellar halo from both resolved stellar spectroscopy in the disk and its stellar populations at large radius. Integrating this profile yields a total halo stellar mass of ~5 × 10<SUP>8</SUP> M <SUB>⊙</SUB>, for a stellar halo mass fraction of 16%, most of which resides in the innermost 2.5 kpc.",True,3
The Panchromatic Hubble Andromeda Treasury. XXI. The Legacy Resolved Stellar Photometry Catalog,"['Williams, Benjamin F.', 'Durbin, Meredith', 'Lang, Dustin', 'Dalcanton, Julianne J.', 'Dolphin, Andrew E.', 'Smercina, Adam', 'Yanchulova Merica-Jones, Petia', 'Weisz, Daniel R.', 'Bell, Eric F.', 'Gilbert, Karoline M.', 'Girardi, Léo', 'Gordon, Karl', 'Guhathakurta, Puragra', 'Johnson, L. Clifton', 'Lauer, Tod R.', 'Seth, Anil', 'Skillman, Evan']",2023-10-01,The Astrophysical Journal Supplement Series,"['Andromeda Galaxy', 'Stellar populations', 'HST photometry', 'Multi-color photometry', '39', '1622', '756', '1077', 'Astrophysics - Astrophysics of Galaxies']",https://ui.adsabs.harvard.edu/abs/2023ApJS..268...48W/abstract,1.0,"We present the final legacy version of stellar photometry for the Panchromatic Hubble Andromeda Treasury (PHAT) survey. We have reprocessed all of the Hubble Space Telescope Wide Field Camera 3 and Advanced Camera for Surveys near-ultraviolet (F275W, F336W), optical (F475W, F814W), and near-infrared (F110W, F160W) imaging from the PHAT survey using an improved method that optimized the survey depth and chip-gap coverage by including all overlapping exposures in all bands in the photometry. An additional improvement was gained through the use of charge transfer efficiency (CTE)-corrected input images, which provide more complete star finding as well as more reliable photometry for the NUV bands, which had no CTE correction in the previous version of the PHAT photometry. While this method requires significantly more computing resources and time than earlier versions where the photometry was performed on individual pointings, it results in smaller systematic instrumental completeness variations as demonstrated by cleaner maps in stellar density, and it results in optimal constraints on stellar fluxes in all bands from the survey data. Our resulting catalog has 138 million stars, 18% more than the previous catalog, with lower density regions gaining as much as 40% more stars. The new catalog produces nearly seamless population maps that show relatively well-mixed distributions for populations associated with ages older than 1-2 Gyr and highly structured distributions for the younger populations.",True,3
The JWST Resolved Stellar Populations Early Release Science Program. II. Survey Overview,"['Weisz, Daniel R.', 'McQuinn, Kristen B. W.', 'Savino, Alessandro', 'Kallivayalil, Nitya', 'Anderson, Jay', 'Boyer, Martha L.', 'Correnti, Matteo', 'Geha, Marla C.', 'Dolphin, Andrew E.', 'Sandstrom, Karin M.', 'Cole, Andrew A.', 'Williams, Benjamin F.', 'Skillman, Evan D.', 'Cohen, Roger E.', 'Newman, Max J. B.', 'Beaton, Rachael', 'Bressan, Alessandro', 'Bolatto, Alberto', 'Boylan-Kolchin, Michael', 'Brooks, Alyson M.', 'Bullock, James S.', 'Conroy, Charlie', 'Cooper, M. C.', 'Dalcanton, Julianne J.', 'Dotter, Aaron L.', 'Fritz, Tobias K.', 'Garling, Christopher T.', 'Gennaro, Mario', 'Gilbert, Karoline M.', 'Girardi, Léo', 'Johnson, Benjamin D.', 'Johnson, L. Clifton', 'Kalirai, Jason S.', 'Kirby, Evan N.', 'Lang, Dustin', 'Marigo, Paola', 'Richstein, Hannah', 'Schlafly, Edward F.', 'Schmidt, Judy', 'Tollerud, Erik J.', 'Warfield, Jack T.', 'Wetzel, Andrew']",2023-09-01,The Astrophysical Journal Supplement Series,"['Stellar photometry', 'Local Group', 'Stellar populations', 'Hertzsprung Russell diagram', 'James Webb Space Telescope', '1620', '929', '1622', '725', '2291', 'Astrophysics - Astrophysics of Galaxies', 'Astrophysics - Solar and Stellar Astrophysics']",https://ui.adsabs.harvard.edu/abs/2023ApJS..268...15W/abstract,23.0,"We present the JWST Resolved Stellar Populations Early Release Science (ERS) program. We obtained 27.5 hr of NIRCam and NIRISS imaging of three targets in the Local Group (Milky Way globular cluster M92, ultrafaint dwarf galaxy Draco II, and star-forming dwarf galaxy WLM), which span factors of ~10<SUP>5</SUP> in luminosity, ~10<SUP>4</SUP> in distance, and ~10<SUP>5</SUP> in surface brightness. We describe the survey strategy, scientific and technical goals, implementation details, present select NIRCam color-magnitude diagrams (CMDs), and validate the NIRCam exposure time calculator (ETC). Our CMDs are among the deepest in existence for each class of target. They touch the theoretical hydrogen-burning limit in M92 (&lt;0.08 M <SUB>⊙</SUB>; M <SUB>F090W</SUB> ~ +13.6), include the lowest-mass stars observed outside the Milky Way in Draco II (0.09 M <SUB>⊙</SUB>; M <SUB>F090W</SUB> ~ +12.1), and reach ~1.5 mag below the oldest main-sequence turnoff in WLM (M <SUB>F090W</SUB> ~ +4.6). The PARSEC stellar models provide a good qualitative match to the NIRCam CMDs, though they are ~0.05 mag too blue compared to M92 F090W - F150W data. Our CMDs show detector-dependent color offsets ranging from ~0.02 mag in F090W - F150W to ~0.1 mag in F277W - F444W; these appear to be due to differences in the zero-point calibrations among the detectors. The NIRCam ETC (v2.0) matches the signal-to-noise ratios based on photon noise in uncrowded fields, but the ETC may not be accurate in more crowded fields, similar to what is known for the Hubble Space Telescope. We release the point-source photometry package DOLPHOT, optimized for NIRCam and NIRISS, for the community.",False,2
The ZTF Source Classification Project. III. A Catalog of Variable Sources,"['Healy, Brian F.', 'Coughlin, Michael W.', 'Mahabal, Ashish A.', 'Jegou du Laz, Theophile', 'Drake, Andrew', 'Graham, Matthew J.', 'Hillenbrand, Lynne A.', 'van Roestel, Jan', 'Szkody, Paula', 'Zielske, LeighAnna', 'Guiga, Mohammed', 'Hassan, Muhammad Yusuf', 'Hughes, Jill L.', 'Nir, Guy', 'Parikh, Saagar', 'Park, Sungmin', 'Purohit, Palak', 'Rebbapragada, Umaa', 'Reed, Draco', 'Warshofsky, Daniel', 'Wold, Avery', 'Bloom, Joshua S.', 'Masci, Frank J.', 'Riddle, Reed', 'Smith, Roger']",2024-05-01,The Astrophysical Journal Supplement Series,"['Surveys', 'Variable stars', 'Catalogs', 'Classification', 'Neural networks', 'Algorithms', 'Computational methods', 'GPU computing', 'Astronomy databases', 'Cloud computing', 'Astronomy software', 'Intrinsic variable stars', '1671', '1761', '205', '1907', '1933', '1883', '1965', '1969', '83', '1970', '1855', '859', 'Astrophysics - Instrumentation and Methods for Astrophysics', 'Astrophysics - Solar and Stellar Astrophysics']",https://ui.adsabs.harvard.edu/abs/2024ApJS..272...14H/abstract,0.0,"The classification of variable objects provides insight into a wide variety of astrophysics ranging from stellar interiors to galactic nuclei. The Zwicky Transient Facility (ZTF) provides time-series observations that record the variability of more than a billion sources. The scale of these data necessitates automated approaches to make a thorough analysis. Building on previous work, this paper reports the results of the ZTF Source Classification Project (SCoPe), which trains neural network and XGBoost (XGB) machine-learning (ML) algorithms to perform dichotomous classification of variable ZTF sources using a manually constructed training set containing 170,632 light curves. We find that several classifiers achieve high precision and recall scores, suggesting the reliability of their predictions for 209,991,147 light curves across 77 ZTF fields. We also identify the most important features for XGB classification and compare the performance of the two ML algorithms, finding a pattern of higher precision among XGB classifiers. The resulting classification catalog is available to the public, and the software developed for SCoPe is open source and adaptable to future time-domain surveys.",False,1
"TESS Photometry of AM Her and AR UMa: Binary Parameters, Cyclotron Emission Modeling, and Mass Transfer Duty Cycles","['Mason, Paul A.', 'Hakala, Pasi', 'Wu, Kinwah', 'Barrett, Paul E.', 'Iłkiewicz, Krystian', 'Littlefield, Colin', 'Monroy, Lorena C.', 'Sezer, Hasan C.', 'Jablonski, Francisco', 'Garnavich, Peter', 'Szkody, Paula', 'Ramsay, Gavin', 'Duffy, Christopher', 'Scaringi, Simone']",2024-04-01,The Astrophysical Journal,"['Magnetic stars', 'White dwarf stars', 'Cataclysmic variable stars', 'Stellar accretion', 'Accretion', '995', '1799', '203', '1578', '14']",https://ui.adsabs.harvard.edu/abs/2024ApJ...965...96M/abstract,0.0,"Transiting Exoplanet Survey Satellite (TESS) photometry of the polars AM Herculis (AM Her) and AR Ursae Majoris (AR UMa) is presented, along with high-speed photometry. AM Her shows a variety of high states with frequent transitions between them. TESS photometry of AR UMa in the low state reveals no evidence of accretion, while the McDonald 2.1 m telescope caught AR UMa in its high accretion state. Roche-lobe overflow is shut off during low states of AR UMa, while accretion often still takes place during low states of AM Her. We derive inclinations of 50° and 70° for AM Her and AR UMa respectively. To model the high-state light curves of AM Her, we employ a self-organized map light-curve classification scheme to establish common accretion configurations. The cyclotron radiation properties then allow the production of emission region maps on the surface of the white dwarf. The accretion geometry of AM Her is most consistent with a multipolar field structure. The high-state photometry of AR UMa has stochastic accretion flaring, which we attribute to magnetically buffeted mass transfer through the inner Lagrangian point L1. To consider this possibility, we examine the magnetism of both stars and argue that the local magnetic field near L1 can initiate short-lived accretion events and affect transitions between high and low accretion states in both AM Her and AR UMa. In particular, AR UMa has the low state as its default, while AM Her and most other active polars are in the high state by default.",False,1
A Phenomenon Resembling Early Superhumps in a New SU UMa-type Dwarf Nova with a 2 hr Orbital Period,"['Boyle, Rebecca S.', 'Littlefield, Colin', 'Garnavich, Peter', 'Ridden-Harper, Ryan', 'Szkody, Paula', 'Boyd, Patricia', 'Smith, Krista Lynne']",2024-02-01,The Astronomical Journal,"['Cataclysmic variable stars', 'WZ Sagittae stars', 'Dwarf novae', 'SU Ursae Majoris stars', 'Stellar accretion disks', 'Stellar accretion', 'Late stellar evolution', '203', '1809', '418', '1645', '1579', '1578', '911', 'Astrophysics - Solar and Stellar Astrophysics']",https://ui.adsabs.harvard.edu/abs/2024AJ....167...71B/abstract,0.0,"We investigate K2BS5, an optical transient that we identified in Campaign 13 of the Kepler/K2 archives by the K2 Background Survey, and classify it as a new SU UMa-type dwarf nova. Using the light curve generated from Keplers long-cadence observation mode, we analyze the dwarf nova during quiescence and superoutburst. Following 20 days of quiescence at the start of the observation, the system entered a superoutburst lasting 12 days, after which it experienced at least one rebrightening. K2BS5 clearly meets the criteria for an SU UMa star, but at the peak of the superoutburst, it also shows double-wave oscillations consistent with the spectroscopic orbital period, a phenomenon that closely resembles early superhumps in WZ Sge stars. While we do not classify K2BS5 as a WZ Sge system, we discuss how this phenomenon could complicate efforts to use the suspected detection of early superhumps to distinguish SU UMa-type dwarf novae from the recently recognized class of long-orbital-period WZ Sge systems.",False,1
A Surprising Periodicity Detected during a Super-outburst of V844 Herculis by TESS,"['Greiveldinger, Anousha', 'Garnavich, Peter', 'Littlefield, Colin', 'Kennedy, Mark R.', 'Halpern, Jules P.', 'Thorstensen, John R.', 'Szkody, Paula', 'Oksanen, Arto', 'Boyle, Rebecca S.']",2023-10-01,The Astrophysical Journal,"['Cataclysmic variable stars', 'Stellar oscillations', 'White dwarf stars', 'X-ray stars', '203', '1617', '1799', '1823', 'Astrophysics - Solar and Stellar Astrophysics']",https://ui.adsabs.harvard.edu/abs/2023ApJ...955..150G/abstract,1.0,"We identify a previously undetected periodicity at a frequency of 49.08 ± 0.01 days<SUP>-1</SUP> (period of 29.34 ± 0.01 minutes) during a super-outburst of V844 Her observed by TESS. V844 Her is an SU UMa type cataclysmic variable with an orbital period of 78.69 minutes, near the period minimum. The frequency of this new signal is constant in contrast to the superhump oscillations commonly seen in SU UMa outbursts. We searched without success for oscillations during quiescence using MDM, TESS, and XMM-Newton data. The lack of a periodic signal in the XMM light curve and the relatively low X-ray luminosity of V844 Her suggest that it is not a typical IP. We consider the possibility that the 29-minute signal is the result of super-Nyquist sampling of a dwarf nova oscillation with a period near the 2-minute cadence of the TESS data. Our analysis of archival AAVSO photometry from a 2006 super-outburst supports the existence of a 29-minute oscillation, although a published study of an earlier super-outburst did not detect the signal. We compare the X-ray properties of V844 Her with short orbital period intermediate polars (IP), V1025 Cen and DW Cnc. We conclude that the new signal is a real photometric oscillation coming from the V844 Her system and that it is unlikely to be an aliased high-frequency oscillation. The steady frequency of the new signal suggests that its origin is related to an asynchronously rotating white dwarf in V844 Her, although the precise mechanism producing the flux variations remains unclear.",False,1
SRGeJ045359.9+622444: A 55 Minute Period Eclipsing AM Canum Venaticorum Star Discovered from a Joint SRG/eROSITA + ZTF Search,"['Rodriguez, Antonio C.', 'Galiullin, Ilkham', 'Gilfanov, Marat', 'Kulkarni, Shrinivas R.', 'Khamitov, Irek', 'Bikmaev, Ilfan', 'van Roestel, Jan', 'Yungelson, Lev', 'El-Badry, Kareem', 'Sunayev, Rashid', 'Prince, Thomas A.', 'Buntov, Mikhail', 'Caiazzo, Ilaria', 'Drake, Andrew', 'Gorbachev, Mark', 'Graham, Matthew J.', 'Gumerov, Rustam', 'Irtuganov, Eldar', 'Laher, Russ R.', 'Masci, Frank J.', 'Medvedev, Pavel', 'Purdum, Josiah', 'Sakhibullin, Nail', 'Sklyanov, Alexander', 'Smith, Roger', 'Szkody, Paula', 'Vanderbosch, Zachary P.']",2023-09-01,The Astrophysical Journal,"['Cataclysmic variable stars', 'AM Canum Venaticorum stars', 'X-ray identification', 'X-ray surveys', 'Time domain astronomy', 'Binary stars', '203', '31', '1817', '1824', '2109', '154', 'Astrophysics - High Energy Astrophysical Phenomena', 'Astrophysics - Solar and Stellar Astrophysics']",https://ui.adsabs.harvard.edu/abs/2023ApJ...954...63R/abstract,6.0,"AM Canum Venaticorum (AM CVn) systems are ultracompact binaries where a white dwarf accretes from a helium-rich degenerate or semidegenerate donor. Some AM CVn systems will be among the loudest sources of gravitational waves for the upcoming Laser Interferometer Space Antenna; yet the formation channel of AM CVns remains uncertain. We report the study and characterization of a new eclipsing AM CVn, SRGeJ045359.9+622444 (hereafter, SRGeJ0453), discovered from a joint Spektrum-Roentgen-Gamma (SRG) Extended Roentgen Survey with an Imaging Telescope Array (eROSITA) mission and Zwicky Transient Facility program to identify cataclysmic variables (CVs). We obtained optical photometry to confirm the eclipse of SRGeJ0453 and determine the orbital period to be ${P}_{\mathrm{orb}}=55.0802\pm 0.0003\,\min $ . We constrain the binary parameters by modeling the high-speed photometry and radial-velocity curves and find M <SUB>donor</SUB> = 0.044 ± 0.024M <SUB>⊙</SUB> and R <SUB>donor</SUB> = 0.078 ± 0.012R <SUB>⊙</SUB>. The X-ray spectrum is approximated by a power-law model with an unusually flat photon index of Γ ~ 1 previously seen in magnetic CVs with SRG/eROSITA, but verifying that the magnetic nature of SRGeJ0453 requires further investigation. Optical spectroscopy suggests that the donor star of SRGeJ0453 could have initially been a He star or a He white dwarf. SRGeJ0453 is the ninth eclipsing AM CVn system published to date, and its lack of optical outbursts have made it elusive in previous surveys. The discovery of SRGeJ0453 using joint X-ray and optical surveys highlights the potential for discovering similar systems in the near future.",False,1
Stochastic Modeling of Star Formation Histories. III. Constraints from Physically Motivated Gaussian Processes,"['Iyer, Kartheik G.', 'Speagle, Joshua S.', 'Caplar, Neven', 'Forbes, John C.', 'Gawiser, Eric', 'Leja, Joel', 'Tacchella, Sandro']",2024-01-01,The Astrophysical Journal,"['Galaxy evolution', 'Galaxy processes', 'Spectral energy distribution', 'Computational methods', 'Astrostatistics techniques', '594', '614', '2129', '1965', '1886', 'Astrophysics - Astrophysics of Galaxies']",https://ui.adsabs.harvard.edu/abs/2024ApJ...961...53I/abstract,9.0,"Galaxy formation and evolution involve a variety of effectively stochastic processes that operate over different timescales. The extended regulator model provides an analytic framework for the resulting variability (or ""burstiness"") in galaxy-wide star formation due to these processes. It does this by relating the variability in Fourier space to the effective timescales of stochastic gas inflow, equilibrium, and dynamical processes influencing giant molecular clouds' creation and destruction using the power spectral density (PSD) formalism. We use the connection between the PSD and autocovariance function for general stochastic processes to reformulate this model as an autocovariance function, which we use to model variability in galaxy star formation histories (SFHs) using physically motivated Gaussian processes in log star formation rate (SFR) space. Using stellar population synthesis models, we then explore how changes in model stochasticity can affect spectral signatures across galaxy populations with properties similar to the Milky Way and present-day dwarfs, as well as at higher redshifts. We find that, even at fixed scatter, perturbations to the stochasticity model (changing timescales vs. overall variability) leave unique spectral signatures across both idealized and more realistic galaxy populations. Distributions of spectral features including Hα and UV-based SFR indicators, Hδ and Ca H and K absorption-line strengths, D <SUB> n </SUB>(4000), and broadband colors provide testable predictions for galaxy populations from present and upcoming surveys with the Hubble Space Telescope, James Webb Space Telescope, and Nancy Grace Roman Space Telescope. The Gaussian process SFH framework provides a fast, flexible implementation of physical covariance models for the next generation of spectral energy distribution modeling tools. Code to reproduce our results can be found at https://github.com/kartheikiyer/GP-SFH.",False,1
The Active Asteroids Citizen Science Program: Overview and First Results,"['Chandler, Colin Orion', 'Trujillo, Chadwick A.', 'Oldroyd, William J.', 'Kueny, Jay K.', 'Burris, William A.', 'Hsieh, Henry H.', 'DeSpain, Jarod A.', 'Sedaghat, Nima', 'Sheppard, Scott S.', 'Farrell, Kennedy A.', 'Trilling, David E.', 'Gustafsson, Annika', 'Magbanua, Mark Jesus Mendoza', 'Mazzucato, Michele T.', 'Bosch, Milton K. D.', 'Shaw-Diaz, Tiffany', 'Gonano, Virgilio', 'Lamperti, Al', 'da Silva Campos, José A.', 'Goodwin, Brian L.', 'Terentev, Ivan A.', 'Dukes, Charles J. A.', 'Deen, Sam']",2024-04-01,The Astronomical Journal,"['Asteroid belt', 'Comet tails', 'Comae', 'Astronomy data analysis', 'CCD observation', 'Astronomical methods', 'Computational methods', 'Amateur astronomy', 'Asteroid dynamics', 'Centaur group', 'Hilda group', 'Main-belt comets', '70', '274', '271', '1858', '207', '1043', '1965', '35', '2210', '215', '741', '2131', 'Astrophysics - Earth and Planetary Astrophysics']",https://ui.adsabs.harvard.edu/abs/2024AJ....167..156C/abstract,0.0,"We present the Citizen Science program Active Asteroids and describe discoveries stemming from our ongoing project. Our NASA Partner program is hosted on the Zooniverse online platform and launched on 2021 August 31, with the goal of engaging the community in the search for active asteroids—asteroids with comet-like tails or comae. We also set out to identify other unusual active solar system objects, such as active Centaurs, active quasi-Hilda asteroids (QHAs), and Jupiter-family comets (JFCs). Active objects are rare in large part because they are difficult to identify, so we ask volunteers to assist us in searching for active bodies in our collection of millions of images of known minor planets. We produced these cutout images with our project pipeline that makes use of publicly available Dark Energy Camera data. Since the project launch, roughly 8300 volunteers have scrutinized some 430,000 images to great effect, which we describe in this work. In total, we have identified previously unknown activity on 15 asteroids, plus one Centaur, that were thought to be asteroidal (i.e., inactive). Of the asteroids, we classify four as active QHAs, seven as JFCs, and four as active asteroids, consisting of one main-belt comet (MBC) and three MBC candidates. We also include our findings concerning known active objects that our program facilitated, an unanticipated avenue of scientific discovery. These include discovering activity occurring during an orbital epoch for which objects were not known to be active, and the reclassification of objects based on our dynamical analyses.",True,1
2016 UU121: An Active Asteroid Discovery via AI-enhanced Citizen Science,"['Sedaghat, Nima', 'Chandler, Colin Orion', 'Oldroyd, William J.', 'Trujillo, Chadwick A.', 'Burris, William A.', 'Hsieh, Henry H.', 'Kueny, Jay K.', 'Farrell, Kennedy A.', 'DeSpain, Jarod A.', 'Magbanua, Mark Jesus Mendoza', 'Sheppard, Scott S.', 'Mazzucato, Michele T.', 'Bosch, Milton K. D.', 'Shaw-Diaz, Tiffany', 'Gonano, Virgilio', 'Lamperti, Al', 'da Silva Campos, José A.', 'Goodwin, Brian L.', 'Terentev, Ivan A.', 'Dukes, Charles J. A.']",2024-02-01,Research Notes of the American Astronomical Society,"['Asteroid belt', 'Asteroids', 'Convolutional neural networks', 'Comet tails', 'Comet dynamics', 'Short period comets', '70', '72', '1938', '274', '2213', '1452']",https://ui.adsabs.harvard.edu/abs/2024RNAAS...8...51S/abstract,1.0,"We report the discovery of an active asteroid, 2016 UU<SUB>121</SUB>, for the first time via artificial intelligence-enhanced classification, informed by our NASA Partner program Active Asteroids, a Citizen Science project hosted on the Zooniverse platform. The early version of our deep neural network, TailNet, identified potential activity associated with 2016 UU<SUB>121</SUB> in 40 Dark Energy Camera (DECam) images from UT 2021 September 10 to 11. The discovery was vetted and confirmed by our Active Asteroids core science team. In total, 66 DECam images of this object showed clear activity in the form of a tail. 2016 UU<SUB>121</SUB> has a Tisserand parameter with respect to Jupiter of 3.161, thus we classify the object as an active asteroid. Moreover, the activity occurred near perihelion, so 2016 UU<SUB>121</SUB> is also a candidate Main-belt comet.",False,1
AI-enhanced Citizen Science Discovery of an Active Asteroid: (410590) 2008 GB140,"['Chandler, Colin Orion', 'Sedaghat, Nima', 'Oldroyd, William J.', 'Trujillo, Chadwick A.', 'Burris, William A.', 'Hsieh, Henry H.', 'Kueny, Jay K.', 'Farrell, Kennedy A.', 'DeSpain, Jarod A.', 'Magbanua, Mark Jesus Mendoza', 'Sheppard, Scott S.', 'Mazzucato, Michele T.', 'Bosch, Milton K. D.', 'Shaw-Diaz, Tiffany', 'Gonano, Virgilio', 'Lamperti, Al', 'da Silva Campos, José A.', 'Goodwin, Brian L.', 'Terentev, Ivan A.', 'Dukes, Charles J. A.']",2024-02-01,Research Notes of the American Astronomical Society,"['Asteroids', 'Comae', 'Comet tails', 'Convolutional neural networks', '72', '271', '274', '1938']",https://ui.adsabs.harvard.edu/abs/2024RNAAS...8...50C/abstract,1.0,"We report the discovery of cometary activity emanating from Main-belt asteroid 410590 (2008 GB<SUB>140</SUB>), a finding facilitated, for the first time, by an artificial intelligence (AI) assistant. The assistant, TailNet, is a prototype we designed to enhance volunteer efforts of our Citizen Science project Active Asteroids, a NASA Partner program hosted on the Zooniverse platform. Our follow-up investigation revealed eight Dark Energy Camera images showing 2008 GB<SUB>140</SUB> with a tail spanning UT 2023 April 23–UT 2023 July 3, when the object was inbound to perihelion. We classify 2008 GB<SUB>140</SUB> as an active asteroid and a candidate Main-belt comet (MBC)—a main-belt asteroid that undergoes volatile sublimation-driven activity. Notably, 2008 GB<SUB>140</SUB> is presently near perihelion, thus the object is a prime target for follow-up observations to further characterize its activity.",True,1
